adm2,group,phase,group_name,total_eligible
27001,4,1b,First responders,226
27001,5,1c,Ppl w. significant comorbid cond.,1892
27001,6,1c,Ppl w. moderate comorbid cond.,4210
27001,7,1c,All older adults,5060
27001,8,U,Ppl in homeless shelters,84
27001,9,U,Incarcerated,77
27001,10,U,Young adults,1378
27001,11,U,Children,2655
27001,12,U,Critical risk workers-2,772
27003,0,1a,High risk workers,14526
27003,1,1a,Older adults,860
27003,2,1b,Critical risk workers-1,11010
27003,3,1b,Teachers,11000
27003,4,1b,First responders,689
27003,5,1c,Ppl w. significant comorbid cond.,33101
27003,6,1c,Ppl w. moderate comorbid cond.,73676
27003,7,1c,All older adults,45250
27003,8,U,Ppl in homeless shelters,1568
27003,9,U,Incarcerated,1328
27003,10,U,Young adults,49256
27003,11,U,Children,83783
27003,12,U,Critical risk workers-2,20858
27005,0,1a,High risk workers,1258
27005,1,1a,Older adults,530
27005,2,1b,Critical risk workers-1,1218
27005,3,1b,Teachers,876
27005,4,1b,First responders,140
27005,5,1c,Ppl w. significant comorbid cond.,3280
27005,6,1c,Ppl w. moderate comorbid cond.,7301
27005,7,1c,All older adults,6689
27005,8,U,Ppl in homeless shelters,127
27005,9,U,Incarcerated,257
27005,10,U,Young adults,4157
27005,11,U,Children,8277
27005,12,U,Critical risk workers-2,2499
27007,0,1a,High risk workers,2723
27007,1,1a,Older adults,360
27007,2,1b,Critical risk workers-1,1587
27007,3,1b,Teachers,1617
27007,4,1b,First responders,701
27007,5,1c,Ppl w. significant comorbid cond.,4564
27007,6,1c,Ppl w. moderate comorbid cond.,10158
27007,7,1c,All older adults,6988
27007,8,U,Ppl in homeless shelters,294
27007,9,U,Incarcerated,349
27007,10,U,Young adults,9245
27007,11,U,Children,11641
27007,12,U,Critical risk workers-2,3247
27009,0,1a,High risk workers,1848
27009,1,1a,Older adults,837
27009,2,1b,Critical risk workers-1,2233
27009,3,1b,Teachers,1437
27009,4,1b,First responders,481
27009,5,1c,Ppl w. significant comorbid cond.,3536
27009,6,1c,Ppl w. moderate comorbid cond.,7871
27009,7,1c,All older adults,5365
27009,8,U,Ppl in homeless shelters,592
27009,9,U,Incarcerated,201
27009,10,U,Young adults,6229
27009,11,U,Children,9994
27009,12,U,Critical risk workers-2,3625
27011,0,1a,High risk workers,324
27011,1,1a,Older adults,150
27011,2,1b,Critical risk workers-1,173
27011,3,1b,Teachers,126
27011,4,1b,First responders,64
27011,5,1c,Ppl w. significant comorbid cond.,591
27011,6,1c,Ppl w. moderate comorbid cond.,1314
27011,7,1c,All older adults,1281
27011,8,U,Ppl in homeless shelters,29
27011,9,U,Incarcerated,10
27011,10,U,Young adults,536
27011,11,U,Children,1039
27011,12,U,Critical risk workers-2,221
27013,0,1a,High risk workers,5202
27013,1,1a,Older adults,597
27013,2,1b,Critical risk workers-1,4353
27013,3,1b,Teachers,1975
27013,4,1b,First responders,854
27013,5,1c,Ppl w. significant comorbid cond.,6866
27013,6,1c,Ppl w. moderate comorbid cond.,15283
27013,7,1c,All older adults,8703
27013,8,U,Ppl in homeless shelters,554
27013,9,U,Incarcerated,393
27013,10,U,Young adults,19396
27013,11,U,Children,13077
27013,12,U,Critical risk workers-2,7305
27015,0,1a,High risk workers,1545
27015,1,1a,Older adults,394
27015,2,1b,Critical risk workers-1,2623
27015,3,1b,Teachers,671
27015,4,1b,First responders,341
27015,5,1c,Ppl w. significant comorbid cond.,2689
27015,6,1c,Ppl w. moderate comorbid cond.,5985
27015,7,1c,All older adults,5151
27015,8,U,Ppl in homeless shelters,157
27015,9,U,Incarcerated,84
27015,10,U,Young adults,3662
27015,11,U,Children,5543
27015,12,U,Critical risk workers-2,2463
27017,0,1a,High risk workers,1866
27017,1,1a,Older adults,281
27017,2,1b,Critical risk workers-1,936
27017,3,1b,Teachers,1273
27017,4,1b,First responders,486
27017,5,1c,Ppl w. significant comorbid cond.,3730
27017,6,1c,Ppl w. moderate comorbid cond.,8303
27017,7,1c,All older adults,5938
27017,8,U,Ppl in homeless shelters,517
27017,9,U,Incarcerated,155
27017,10,U,Young adults,4692
27017,11,U,Children,8067
27017,12,U,Critical risk workers-2,1993
27019,0,1a,High risk workers,3744
27019,1,1a,Older adults,493
27019,2,1b,Critical risk workers-1,3166
27019,3,1b,Teachers,3165
27019,4,1b,First responders,1250
27019,5,1c,Ppl w. significant comorbid cond.,7381
27019,6,1c,Ppl w. moderate comorbid cond.,16428
27019,7,1c,All older adults,10962
27019,8,U,Ppl in homeless shelters,277
27019,9,U,Incarcerated,284
27019,10,U,Young adults,12607
27019,11,U,Children,27382
27019,12,U,Critical risk workers-2,6933
27021,0,1a,High risk workers,1375
27021,1,1a,Older adults,476
27021,2,1b,Critical risk workers-1,945
27021,3,1b,Teachers,874
27021,4,1b,First responders,158
27021,5,1c,Ppl w. significant comorbid cond.,3169
27021,6,1c,Ppl w. moderate comorbid cond.,7054
27021,7,1c,All older adults,7202
27021,8,U,Ppl in homeless shelters,72
27021,9,U,Incarcerated,177
27021,10,U,Young adults,3016
27021,11,U,Children,6152
27021,12,U,Critical risk workers-2,1228
27023,0,1a,High risk workers,460
27023,1,1a,Older adults,280
27023,2,1b,Critical risk workers-1,346
27023,3,1b,Teachers,301
27023,4,1b,First responders,162
27023,5,1c,Ppl w. significant comorbid cond.,1255
27023,6,1c,Ppl w. moderate comorbid cond.,2793
27023,7,1c,All older adults,2463
27023,8,U,Ppl in homeless shelters,83
27023,9,U,Incarcerated,59
27023,10,U,Young adults,1620
27023,11,U,Children,2789
27023,12,U,Critical risk workers-2,673
27025,0,1a,High risk workers,2707
27025,1,1a,Older adults,466
27025,2,1b,Critical risk workers-1,1571
27025,3,1b,Teachers,1340
27025,4,1b,First responders,203
27025,5,1c,Ppl w. significant comorbid cond.,4786
27025,6,1c,Ppl w. moderate comorbid cond.,10653
27025,7,1c,All older adults,7883
27025,8,U,Ppl in homeless shelters,457
27025,9,U,Incarcerated,187
27025,10,U,Young adults,7294
27025,11,U,Children,12657
27025,12,U,Critical risk workers-2,3125
27027,0,1a,High risk workers,2241
27027,1,1a,Older adults,382
27027,2,1b,Critical risk workers-1,2156
27027,3,1b,Teachers,1722
27027,4,1b,First responders,898
27027,5,1c,Ppl w. significant comorbid cond.,5037
27027,6,1c,Ppl w. moderate comorbid cond.,11211
27027,7,1c,All older adults,8077
27027,8,U,Ppl in homeless shelters,270
27027,9,U,Incarcerated,339
27027,10,U,Young adults,14006
27027,11,U,Children,15154
27027,12,U,Critical risk workers-2,3133
27029,0,1a,High risk workers,177
27029,1,1a,Older adults,153
27029,2,1b,Critical risk workers-1,295
27029,3,1b,Teachers,231
27029,4,1b,First responders,99
27029,5,1c,Ppl w. significant comorbid cond.,979
27029,6,1c,Ppl w. moderate comorbid cond.,2180
27029,7,1c,All older adults,1768
27029,8,U,Ppl in homeless shelters,35
27029,9,U,Incarcerated,68
27029,10,U,Young adults,1042
27029,11,U,Children,2190
27029,12,U,Critical risk workers-2,395
27031,0,1a,High risk workers,62
27031,1,1a,Older adults,139
27031,2,1b,Critical risk workers-1,215
27031,3,1b,Teachers,191
27031,4,1b,First responders,70
27031,5,1c,Ppl w. significant comorbid cond.,606
27031,6,1c,Ppl w. moderate comorbid cond.,1349
27031,7,1c,All older adults,1413
27031,8,U,Ppl in homeless shelters,5
27031,9,U,Incarcerated,4
27031,10,U,Young adults,573
27031,11,U,Children,816
27031,12,U,Critical risk workers-2,346
27033,0,1a,High risk workers,370
27033,1,1a,Older adults,359
27033,2,1b,Critical risk workers-1,311
27033,3,1b,Teachers,297
27033,4,1b,First responders,145
27033,5,1c,Ppl w. significant comorbid cond.,1173
27033,6,1c,Ppl w. moderate comorbid cond.,2610
27033,7,1c,All older adults,2556
27033,8,U,Ppl in homeless shelters,68
27033,9,U,Incarcerated,72
27033,10,U,Young adults,1360
27033,11,U,Children,2756
27033,12,U,Critical risk workers-2,648
27035,0,1a,High risk workers,3078
27035,1,1a,Older adults,438
27035,2,1b,Critical risk workers-1,2601
27035,3,1b,Teachers,1745
27035,4,1b,First responders,881
27035,5,1c,Ppl w. significant comorbid cond.,6397
27035,6,1c,Ppl w. moderate comorbid cond.,14239
27035,7,1c,All older adults,13698
27035,8,U,Ppl in homeless shelters,323
27035,9,U,Incarcerated,425
27035,10,U,Young adults,7839
27035,11,U,Children,14008
27035,12,U,Critical risk workers-2,4977
27037,0,1a,High risk workers,21574
27037,1,1a,Older adults,1847
27037,2,1b,Critical risk workers-1,25667
27037,3,1b,Teachers,12423
27037,4,1b,First responders,1196
27037,5,1c,Ppl w. significant comorbid cond.,37491
27037,6,1c,Ppl w. moderate comorbid cond.,83447
27037,7,1c,All older adults,54846
27037,8,U,Ppl in homeless shelters,1433
27037,9,U,Incarcerated,685
27037,10,U,Young adults,59298
27037,11,U,Children,103257
27037,12,U,Critical risk workers-2,29553
27039,0,1a,High risk workers,159
27039,1,1a,Older adults,218
27039,2,1b,Critical risk workers-1,587
27039,3,1b,Teachers,516
27039,4,1b,First responders,258
27039,5,1c,Ppl w. significant comorbid cond.,2016
27039,6,1c,Ppl w. moderate comorbid cond.,4488
27039,7,1c,All older adults,2888
27039,8,U,Ppl in homeless shelters,69
27039,9,U,Incarcerated,70
27039,10,U,Young adults,2678
27039,11,U,Children,5490
27039,12,U,Critical risk workers-2,909
27041,0,1a,High risk workers,2657
27041,1,1a,Older adults,368
27041,2,1b,Critical risk workers-1,1628
27041,3,1b,Teachers,951
27041,4,1b,First responders,496
27041,5,1c,Ppl w. significant comorbid cond.,3941
27041,6,1c,Ppl w. moderate comorbid cond.,8773
27041,7,1c,All older adults,8186
27041,8,U,Ppl in homeless shelters,246
27041,9,U,Incarcerated,178
27041,10,U,Young adults,4821
27041,11,U,Children,7975
27041,12,U,Critical risk workers-2,2895
27043,0,1a,High risk workers,586
27043,1,1a,Older adults,210
27043,2,1b,Critical risk workers-1,798
27043,3,1b,Teachers,487
27043,4,1b,First responders,182
27043,5,1c,Ppl w. significant comorbid cond.,1487
27043,6,1c,Ppl w. moderate comorbid cond.,3311
27043,7,1c,All older adults,3138
27043,8,U,Ppl in homeless shelters,20
27043,9,U,Incarcerated,72
27043,10,U,Young adults,1575
27043,11,U,Children,3065
27043,12,U,Critical risk workers-2,812
27045,0,1a,High risk workers,813
27045,1,1a,Older adults,376
27045,2,1b,Critical risk workers-1,623
27045,3,1b,Teachers,701
27045,4,1b,First responders,246
27045,5,1c,Ppl w. significant comorbid cond.,1909
27045,6,1c,Ppl w. moderate comorbid cond.,4248
27045,7,1c,All older adults,4242
27045,8,U,Ppl in homeless shelters,43
27045,9,U,Incarcerated,66
27045,10,U,Young adults,2399
27045,11,U,Children,5102
27045,12,U,Critical risk workers-2,1088
27047,0,1a,High risk workers,1513
27047,1,1a,Older adults,535
27047,2,1b,Critical risk workers-1,2639
27047,3,1b,Teachers,880
27047,4,1b,First responders,355
27047,5,1c,Ppl w. significant comorbid cond.,3230
27047,6,1c,Ppl w. moderate comorbid cond.,7190
27047,7,1c,All older adults,6643
27047,8,U,Ppl in homeless shelters,174
27047,9,U,Incarcerated,190
27047,10,U,Young adults,3708
27047,11,U,Children,6681
27047,12,U,Critical risk workers-2,1984
27049,0,1a,High risk workers,2247
27049,1,1a,Older adults,754
27049,2,1b,Critical risk workers-1,2450
27049,3,1b,Teachers,1274
27049,4,1b,First responders,655
27049,5,1c,Ppl w. significant comorbid cond.,4859
27049,6,1c,Ppl w. moderate comorbid cond.,10815
27049,7,1c,All older adults,8574
27049,8,U,Ppl in homeless shelters,194
27049,9,U,Incarcerated,176
27049,10,U,Young adults,5775
27049,11,U,Children,10431
27049,12,U,Critical risk workers-2,3187
27051,0,1a,High risk workers,265
27051,1,1a,Older adults,325
27051,2,1b,Critical risk workers-1,193
27051,3,1b,Teachers,254
27051,4,1b,First responders,72
27051,5,1c,Ppl w. significant comorbid cond.,634
27051,6,1c,Ppl w. moderate comorbid cond.,1410
27051,7,1c,All older adults,1373
27051,8,U,Ppl in homeless shelters,41
27051,9,U,Incarcerated,8
27051,10,U,Young adults,643
27051,11,U,Children,1324
27051,12,U,Critical risk workers-2,326
27053,0,1a,High risk workers,107640
27053,1,1a,Older adults,4596
27053,2,1b,Critical risk workers-1,67313
27053,3,1b,Teachers,41461
27053,4,1b,First responders,6191
27053,5,1c,Ppl w. significant comorbid cond.,91567
27053,6,1c,Ppl w. moderate comorbid cond.,203811
27053,7,1c,All older adults,164160
27053,8,U,Ppl in homeless shelters,9839
27053,9,U,Incarcerated,5712
27053,10,U,Young adults,214445
27053,11,U,Children,273331
27053,12,U,Critical risk workers-2,133231
27055,0,1a,High risk workers,730
27055,1,1a,Older adults,252
27055,2,1b,Critical risk workers-1,969
27055,3,1b,Teachers,674
27055,4,1b,First responders,238
27055,5,1c,Ppl w. significant comorbid cond.,1871
27055,6,1c,Ppl w. moderate comorbid cond.,4164
27055,7,1c,All older adults,3771
27055,8,U,Ppl in homeless shelters,72
27055,9,U,Incarcerated,63
27055,10,U,Young adults,2166
27055,11,U,Children,4049
27055,12,U,Critical risk workers-2,926
27057,0,1a,High risk workers,712
27057,1,1a,Older adults,384
27057,2,1b,Critical risk workers-1,742
27057,3,1b,Teachers,546
27057,4,1b,First responders,273
27057,5,1c,Ppl w. significant comorbid cond.,2142
27057,6,1c,Ppl w. moderate comorbid cond.,4768
27057,7,1c,All older adults,5112
27057,8,U,Ppl in homeless shelters,77
27057,9,U,Incarcerated,132
27057,10,U,Young adults,2103
27057,11,U,Children,4409
27057,12,U,Critical risk workers-2,1208
27059,0,1a,High risk workers,2038
27059,1,1a,Older adults,400
27059,2,1b,Critical risk workers-1,1311
27059,3,1b,Teachers,1216
27059,4,1b,First responders,467
27059,5,1c,Ppl w. significant comorbid cond.,3962
27059,6,1c,Ppl w. moderate comorbid cond.,8819
27059,7,1c,All older adults,5865
27059,8,U,Ppl in homeless shelters,156
27059,9,U,Incarcerated,172
27059,10,U,Young adults,5310
27059,11,U,Children,9388
27059,12,U,Critical risk workers-2,1314
27061,0,1a,High risk workers,2515
27061,1,1a,Older adults,571
27061,2,1b,Critical risk workers-1,1767
27061,3,1b,Teachers,1371
27061,4,1b,First responders,146
27061,5,1c,Ppl w. significant comorbid cond.,5096
27061,6,1c,Ppl w. moderate comorbid cond.,11343
27061,7,1c,All older adults,9926
27061,8,U,Ppl in homeless shelters,389
27061,9,U,Incarcerated,320
27061,10,U,Young adults,5188
27061,11,U,Children,9543
27061,12,U,Critical risk workers-2,2674
27063,0,1a,High risk workers,270
27063,1,1a,Older adults,307
27063,2,1b,Critical risk workers-1,206
27063,3,1b,Teachers,252
27063,4,1b,First responders,139
27063,5,1c,Ppl w. significant comorbid cond.,1108
27063,6,1c,Ppl w. moderate comorbid cond.,2467
27063,7,1c,All older adults,2094
27063,8,U,Ppl in homeless shelters,3
27063,9,U,Incarcerated,37
27063,10,U,Young adults,1279
27063,11,U,Children,2206
27063,12,U,Critical risk workers-2,581
27065,0,1a,High risk workers,446
27065,1,1a,Older adults,211
27065,2,1b,Critical risk workers-1,372
27065,3,1b,Teachers,401
27065,4,1b,First responders,199
27065,5,1c,Ppl w. significant comorbid cond.,1632
27065,6,1c,Ppl w. moderate comorbid cond.,3633
27065,7,1c,All older adults,3160
27065,8,U,Ppl in homeless shelters,73
27065,9,U,Incarcerated,98
27065,10,U,Young adults,1915
27065,11,U,Children,3469
27065,12,U,Critical risk workers-2,526
27067,0,1a,High risk workers,3971
27067,1,1a,Older adults,664
27067,2,1b,Critical risk workers-1,2010
27067,3,1b,Teachers,1472
27067,4,1b,First responders,601
27067,5,1c,Ppl w. significant comorbid cond.,3847
27067,6,1c,Ppl w. moderate comorbid cond.,8564
27067,7,1c,All older adults,7623
27067,8,U,Ppl in homeless shelters,526
27067,9,U,Incarcerated,216
27067,10,U,Young adults,6209
27067,11,U,Children,10338
27067,12,U,Critical risk workers-2,3844
27069,0,1a,High risk workers,105
27069,1,1a,Older adults,91
27069,2,1b,Critical risk workers-1,193
27069,3,1b,Teachers,174
27069,4,1b,First responders,59
27069,5,1c,Ppl w. significant comorbid cond.,477
27069,6,1c,Ppl w. moderate comorbid cond.,1061
27069,7,1c,All older adults,1016
27069,8,U,Ppl in homeless shelters,4
27069,9,U,Incarcerated,1
27069,10,U,Young adults,483
27069,11,U,Children,943
27069,12,U,Critical risk workers-2,188
27071,0,1a,High risk workers,458
27071,1,1a,Older adults,126
27071,2,1b,Critical risk workers-1,445
27071,3,1b,Teachers,369
27071,4,1b,First responders,165
27071,5,1c,Ppl w. significant comorbid cond.,1390
27071,6,1c,Ppl w. moderate comorbid cond.,3093
27071,7,1c,All older adults,2946
27071,8,U,Ppl in homeless shelters,53
27071,9,U,Incarcerated,63
27071,10,U,Young adults,1442
27071,11,U,Children,2386
27071,12,U,Critical risk workers-2,743
27073,0,1a,High risk workers,299
27073,1,1a,Older adults,362
27073,2,1b,Critical risk workers-1,243
27073,3,1b,Teachers,160
27073,4,1b,First responders,81
27073,5,1c,Ppl w. significant comorbid cond.,756
27073,6,1c,Ppl w. moderate comorbid cond.,1684
27073,7,1c,All older adults,1772
27073,8,U,Ppl in homeless shelters,24
27073,9,U,Incarcerated,12
27073,10,U,Young adults,690
27073,11,U,Children,1314
27073,12,U,Critical risk workers-2,268
27075,0,1a,High risk workers,367
27075,1,1a,Older adults,170
27075,2,1b,Critical risk workers-1,369
27075,3,1b,Teachers,354
27075,4,1b,First responders,153
27075,5,1c,Ppl w. significant comorbid cond.,1166
27075,6,1c,Ppl w. moderate comorbid cond.,2596
27075,7,1c,All older adults,2648
27075,8,U,Ppl in homeless shelters,70
27075,9,U,Incarcerated,26
27075,10,U,Young adults,1097
27075,11,U,Children,1859
27075,12,U,Critical risk workers-2,447
27077,0,1a,High risk workers,99
27077,1,1a,Older adults,39
27077,2,1b,Critical risk workers-1,112
27077,3,1b,Teachers,95
27077,4,1b,First responders,48
27077,5,1c,Ppl w. significant comorbid cond.,428
27077,6,1c,Ppl w. moderate comorbid cond.,952
27077,7,1c,All older adults,862
27077,8,U,Ppl in homeless shelters,4
27077,9,U,Incarcerated,13
27077,10,U,Young adults,392
27077,11,U,Children,703
27077,12,U,Critical risk workers-2,234
27079,0,1a,High risk workers,960
27079,1,1a,Older adults,327
27079,2,1b,Critical risk workers-1,1934
27079,3,1b,Teachers,769
27079,4,1b,First responders,69
27079,5,1c,Ppl w. significant comorbid cond.,2734
27079,6,1c,Ppl w. moderate comorbid cond.,6086
27079,7,1c,All older adults,4712
27079,8,U,Ppl in homeless shelters,90
27079,9,U,Incarcerated,95
27079,10,U,Young adults,3481
27079,11,U,Children,6728
27079,12,U,Critical risk workers-2,1336
27081,0,1a,High risk workers,130
27081,1,1a,Older adults,233
27081,2,1b,Critical risk workers-1,181
27081,3,1b,Teachers,157
27081,4,1b,First responders,75
27081,5,1c,Ppl w. significant comorbid cond.,634
27081,6,1c,Ppl w. moderate comorbid cond.,1411
27081,7,1c,All older adults,1403
27081,8,U,Ppl in homeless shelters,18
27081,9,U,Incarcerated,10
27081,10,U,Young adults,612
27081,11,U,Children,1310
27081,12,U,Critical risk workers-2,278
27083,0,1a,High risk workers,1607
27083,1,1a,Older adults,325
27083,2,1b,Critical risk workers-1,2367
27083,3,1b,Teachers,781
27083,4,1b,First responders,344
27083,5,1c,Ppl w. significant comorbid cond.,2589
27083,6,1c,Ppl w. moderate comorbid cond.,5762
27083,7,1c,All older adults,3867
27083,8,U,Ppl in homeless shelters,237
27083,9,U,Incarcerated,142
27083,10,U,Young adults,4440
27083,11,U,Children,6508
27083,12,U,Critical risk workers-2,2327
27085,0,1a,High risk workers,2051
27085,1,1a,Older adults,446
27085,2,1b,Critical risk workers-1,1683
27085,3,1b,Teachers,900
27085,4,1b,First responders,494
27085,5,1c,Ppl w. significant comorbid cond.,3500
27085,6,1c,Ppl w. moderate comorbid cond.,7791
27085,7,1c,All older adults,6401
27085,8,U,Ppl in homeless shelters,140
27085,9,U,Incarcerated,128
27085,10,U,Young adults,4835
27085,11,U,Children,8354
27085,12,U,Critical risk workers-2,2205
27087,0,1a,High risk workers,67
27087,1,1a,Older adults,170
27087,2,1b,Critical risk workers-1,93
27087,3,1b,Teachers,136
27087,4,1b,First responders,74
27087,5,1c,Ppl w. significant comorbid cond.,600
27087,6,1c,Ppl w. moderate comorbid cond.,1335
27087,7,1c,All older adults,954
27087,8,U,Ppl in homeless shelters,37
27087,9,U,Incarcerated,36
27087,10,U,Young adults,693
27087,11,U,Children,1728
27087,12,U,Critical risk workers-2,154
27089,0,1a,High risk workers,309
27089,1,1a,Older adults,172
27089,2,1b,Critical risk workers-1,290
27089,3,1b,Teachers,368
27089,4,1b,First responders,92
27089,5,1c,Ppl w. significant comorbid cond.,978
27089,6,1c,Ppl w. moderate comorbid cond.,2176
27089,7,1c,All older adults,1933
27089,8,U,Ppl in homeless shelters,27
27089,9,U,Incarcerated,29
27089,10,U,Young adults,1152
27089,11,U,Children,2141
27089,12,U,Critical risk workers-2,374
27091,0,1a,High risk workers,1238
27091,1,1a,Older adults,213
27091,2,1b,Critical risk workers-1,1031
27091,3,1b,Teachers,696
27091,4,1b,First responders,253
27091,5,1c,Ppl w. significant comorbid cond.,2087
27091,6,1c,Ppl w. moderate comorbid cond.,4645
27091,7,1c,All older adults,4481
27091,8,U,Ppl in homeless shelters,139
27091,9,U,Incarcerated,93
27091,10,U,Young adults,2575
27091,11,U,Children,4308
27091,12,U,Critical risk workers-2,1292
27093,0,1a,High risk workers,933
27093,1,1a,Older adults,435
27093,2,1b,Critical risk workers-1,878
27093,3,1b,Teachers,603
27093,4,1b,First responders,281
27093,5,1c,Ppl w. significant comorbid cond.,2377
27093,6,1c,Ppl w. moderate comorbid cond.,5291
27093,7,1c,All older adults,4364
27093,8,U,Ppl in homeless shelters,90
27093,9,U,Incarcerated,109
27093,10,U,Young adults,2724
27093,11,U,Children,5612
27093,12,U,Critical risk workers-2,1354
27095,0,1a,High risk workers,1229
27095,1,1a,Older adults,345
27095,2,1b,Critical risk workers-1,879
27095,3,1b,Teachers,1137
27095,4,1b,First responders,364
27095,5,1c,Ppl w. significant comorbid cond.,2846
27095,6,1c,Ppl w. moderate comorbid cond.,6334
27095,7,1c,All older adults,4567
27095,8,U,Ppl in homeless shelters,89
27095,9,U,Incarcerated,241
27095,10,U,Young adults,3293
27095,11,U,Children,6240
27095,12,U,Critical risk workers-2,1495
27097,0,1a,High risk workers,1496
27097,1,1a,Older adults,548
27097,2,1b,Critical risk workers-1,1579
27097,3,1b,Teachers,826
27097,4,1b,First responders,399
27097,5,1c,Ppl w. significant comorbid cond.,3251
27097,6,1c,Ppl w. moderate comorbid cond.,7236
27097,7,1c,All older adults,6081
27097,8,U,Ppl in homeless shelters,272
27097,9,U,Incarcerated,117
27097,10,U,Young adults,4040
27097,11,U,Children,7740
27097,12,U,Critical risk workers-2,1946
27099,0,1a,High risk workers,2118
27099,1,1a,Older adults,565
27099,2,1b,Critical risk workers-1,1829
27099,3,1b,Teachers,1058
27099,4,1b,First responders,509
27099,5,1c,Ppl w. significant comorbid cond.,4037
27099,6,1c,Ppl w. moderate comorbid cond.,8985
27099,7,1c,All older adults,7256
27099,8,U,Ppl in homeless shelters,212
27099,9,U,Incarcerated,241
27099,10,U,Young adults,5325
27099,11,U,Children,9939
27099,12,U,Critical risk workers-2,2088
27101,0,1a,High risk workers,440
27101,1,1a,Older adults,176
27101,2,1b,Critical risk workers-1,298
27101,3,1b,Teachers,210
27101,4,1b,First responders,101
27101,5,1c,Ppl w. significant comorbid cond.,963
27101,6,1c,Ppl w. moderate comorbid cond.,2143
27101,7,1c,All older adults,2088
27101,8,U,Ppl in homeless shelters,40
27101,9,U,Incarcerated,10
27101,10,U,Young adults,930
27101,11,U,Children,1773
27101,12,U,Critical risk workers-2,362
27103,0,1a,High risk workers,1501
27103,1,1a,Older adults,487
27103,2,1b,Critical risk workers-1,1472
27103,3,1b,Teachers,708
27103,4,1b,First responders,427
27103,5,1c,Ppl w. significant comorbid cond.,2957
27103,6,1c,Ppl w. moderate comorbid cond.,6582
27103,7,1c,All older adults,5090
27103,8,U,Ppl in homeless shelters,664
27103,9,U,Incarcerated,48
27103,10,U,Young adults,6632
27103,11,U,Children,7432
27103,12,U,Critical risk workers-2,1994
27105,0,1a,High risk workers,914
27105,1,1a,Older adults,300
27105,2,1b,Critical risk workers-1,1368
27105,3,1b,Teachers,547
27105,4,1b,First responders,283
27105,5,1c,Ppl w. significant comorbid cond.,2113
27105,6,1c,Ppl w. moderate comorbid cond.,4704
27105,7,1c,All older adults,3408
27105,8,U,Ppl in homeless shelters,160
27105,9,U,Incarcerated,71
27105,10,U,Young adults,3309
27105,11,U,Children,5872
27105,12,U,Critical risk workers-2,1355
27107,0,1a,High risk workers,301
27107,1,1a,Older adults,227
27107,2,1b,Critical risk workers-1,94
27107,3,1b,Teachers,242
27107,4,1b,First responders,78
27107,5,1c,Ppl w. significant comorbid cond.,702
27107,6,1c,Ppl w. moderate comorbid cond.,1563
27107,7,1c,All older adults,1393
27107,8,U,Ppl in homeless shelters,16
27107,9,U,Incarcerated,44
27107,10,U,Young adults,742
27107,11,U,Children,1535
27107,12,U,Critical risk workers-2,263
27109,0,1a,High risk workers,6011
27109,1,1a,Older adults,1124
27109,2,1b,Critical risk workers-1,7244
27109,3,1b,Teachers,5498
27109,4,1b,First responders,1946
27109,5,1c,Ppl w. significant comorbid cond.,12686
27109,6,1c,Ppl w. moderate comorbid cond.,28238
27109,7,1c,All older adults,22399
27109,8,U,Ppl in homeless shelters,887
27109,9,U,Incarcerated,977
27109,10,U,Young adults,22404
27109,11,U,Children,37786
27109,12,U,Critical risk workers-2,13065
27111,0,1a,High risk workers,3548
27111,1,1a,Older adults,1049
27111,2,1b,Critical risk workers-1,3875
27111,3,1b,Teachers,1517
27111,4,1b,First responders,234
27111,5,1c,Ppl w. significant comorbid cond.,6305
27111,6,1c,Ppl w. moderate comorbid cond.,14033
27111,7,1c,All older adults,13247
27111,8,U,Ppl in homeless shelters,396
27111,9,U,Incarcerated,242
27111,10,U,Young adults,6663
27111,11,U,Children,12595
27111,12,U,Critical risk workers-2,3297
27113,0,1a,High risk workers,630
27113,1,1a,Older adults,117
27113,2,1b,Critical risk workers-1,517
27113,3,1b,Teachers,371
27113,4,1b,First responders,194
27113,5,1c,Ppl w. significant comorbid cond.,1516
27113,6,1c,Ppl w. moderate comorbid cond.,3374
27113,7,1c,All older adults,2479
27113,8,U,Ppl in homeless shelters,70
27113,9,U,Incarcerated,97
27113,10,U,Young adults,2061
27113,11,U,Children,3317
27113,12,U,Critical risk workers-2,789
27115,0,1a,High risk workers,985
27115,1,1a,Older adults,290
27115,2,1b,Critical risk workers-1,1088
27115,3,1b,Teachers,786
27115,4,1b,First responders,395
27115,5,1c,Ppl w. significant comorbid cond.,3474
27115,6,1c,Ppl w. moderate comorbid cond.,7732
27115,7,1c,All older adults,5659
27115,8,U,Ppl in homeless shelters,121
27115,9,U,Incarcerated,400
27115,10,U,Young adults,3592
27115,11,U,Children,5880
27115,12,U,Critical risk workers-2,1364
27117,0,1a,High risk workers,624
27117,1,1a,Older adults,259
27117,2,1b,Critical risk workers-1,400
27117,3,1b,Teachers,230
27117,4,1b,First responders,111
27117,5,1c,Ppl w. significant comorbid cond.,911
27117,6,1c,Ppl w. moderate comorbid cond.,2027
27117,7,1c,All older adults,1876
27117,8,U,Ppl in homeless shelters,32
27117,9,U,Incarcerated,28
27117,10,U,Young adults,1130
27117,11,U,Children,2290
27117,12,U,Critical risk workers-2,956
27119,0,1a,High risk workers,1673
27119,1,1a,Older adults,431
27119,2,1b,Critical risk workers-1,1892
27119,3,1b,Teachers,888
27119,4,1b,First responders,410
